ID_merimeeLabel,item,itemLabel,itemDescription,proprietaireLabel,occupantLabel,naissance_dedansLabel,img,coordonnées,paysLabel,type_maison,type_maisonLabel
PA00100792,http://www.wikidata.org/entity/Q3329311,musée Pierre-Corneille,musée à Petit-Couronne (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Pierre%20Corneille%20%28Petit-Couronne%29.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
IA00102345,http://www.wikidata.org/entity/Q3329311,musée Pierre-Corneille,musée à Petit-Couronne (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Pierre%20Corneille%20%28Petit-Couronne%29.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
MI063,http://www.wikidata.org/entity/Q3329313,musée Pierre-Corneille,musée à Rouen (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rouen%20-%20Maison%20natale%20de%20Pierre%20Corneille%2003.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
IA00102345,http://www.wikidata.org/entity/Q3329313,musée Pierre-Corneille,musée à Rouen (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rouen%20-%20Maison%20natale%20de%20Pierre%20Corneille%2003.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI045,http://www.wikidata.org/entity/Q3329324,"musée Rabelais, Maison La Devinière",musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rabelais%27%20home%2C%20La%20Deviniere%2C%20Vienne.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
PA00098115,http://www.wikidata.org/entity/Q3329324,"musée Rabelais, Maison La Devinière",musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rabelais%27%20home%2C%20La%20Deviniere%2C%20Vienne.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI045,http://www.wikidata.org/entity/Q3329324,"musée Rabelais, Maison La Devinière",musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Seuilly%20Mus%C3%A9e%20Rabelais.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
PA00098115,http://www.wikidata.org/entity/Q3329324,"musée Rabelais, Maison La Devinière",musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Seuilly%20Mus%C3%A9e%20Rabelais.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI121,http://www.wikidata.org/entity/Q3329329,musée Robert-Tatin,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20tatin.jpg,,France,http://www.wikidata.org/entity/Q207694,musée d'art
MI047,http://www.wikidata.org/entity/Q3329378,musée Verlaine,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Juniville%2C%20Mus%C3%A9e%20Verlaine.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI067,http://www.wikidata.org/entity/Q3329384,musée Victor Hugo,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Victor%20Hugo%20%C3%A0%20Villequier.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI172,http://www.wikidata.org/entity/Q3329394,musée Zervos,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A9zelay%2C%20maison%20de%20Romain%20Rolland.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI030,http://www.wikidata.org/entity/Q3329609,musée d'art et d'histoire Romain-Rolland,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20d%27art%20et%20d%27histoire%20Romain-Rolland%20de%20Clamecy%20en%20ao%C3%BBt%202021.jpg,,France,http://www.wikidata.org/entity/Q1865249,musée littéraire
MI030,http://www.wikidata.org/entity/Q3329609,musée d'art et d'histoire Romain-Rolland,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20d%27art%20et%20d%27histoire%20Romain-Rolland%20de%20Clamecy%20en%20ao%C3%BBt%202021.jpg,,France,http://www.wikidata.org/entity/Q207694,musée d'art
MI212,http://www.wikidata.org/entity/Q3330714,musée national Clemenceau-de-Lattre,musée français,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
PA00116966,http://www.wikidata.org/entity/Q3361199,palais idéal,monument construit par le facteur Cheval à Hauterives (Drôme),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20ideal%20-%20Hauterives.JPEG,,France,http://www.wikidata.org/entity/Q16560,palais
MI059,http://www.wikidata.org/entity/Q3373023,pavillon Flaubert,musée à Canteleu (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pavillon%20Flaubert%20Croisset%20Canteleu%20005b.jpg,,France,http://www.wikidata.org/entity/Q41176,bâtiment
IA00020635,http://www.wikidata.org/entity/Q3373023,pavillon Flaubert,musée à Canteleu (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pavillon%20Flaubert%20Croisset%20Canteleu%20005b.jpg,,France,http://www.wikidata.org/entity/Q41176,bâtiment
PA00100590,http://www.wikidata.org/entity/Q3373023,pavillon Flaubert,musée à Canteleu (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pavillon%20Flaubert%20Croisset%20Canteleu%20005b.jpg,,France,http://www.wikidata.org/entity/Q41176,bâtiment
MI059,http://www.wikidata.org/entity/Q3373023,pavillon Flaubert,musée à Canteleu (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pavillon%20Flaubert%20Croisset%20Canteleu%20005b.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
IA00020635,http://www.wikidata.org/entity/Q3373023,pavillon Flaubert,musée à Canteleu (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pavillon%20Flaubert%20Croisset%20Canteleu%20005b.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
PA00100590,http://www.wikidata.org/entity/Q3373023,pavillon Flaubert,musée à Canteleu (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pavillon%20Flaubert%20Croisset%20Canteleu%20005b.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
PA00116295,http://www.wikidata.org/entity/Q3402367,presbytère du curé d'Ars,presbytère à Ars-sur-Formans (Ain),,Jean-Marie Vianney,,http://commons.wikimedia.org/wiki/Special:FilePath/Presbyt%C3%A8re%20du%20cur%C3%A9%20d%27Ars%20-%201.JPG,,France,http://www.wikidata.org/entity/Q607241,presbytère
MI147,http://www.wikidata.org/entity/Q3402367,presbytère du curé d'Ars,presbytère à Ars-sur-Formans (Ain),,Jean-Marie Vianney,,http://commons.wikimedia.org/wiki/Special:FilePath/Presbyt%C3%A8re%20du%20cur%C3%A9%20d%27Ars%20-%201.JPG,,France,http://www.wikidata.org/entity/Q607241,presbytère
IA01000178,http://www.wikidata.org/entity/Q3402367,presbytère du curé d'Ars,presbytère à Ars-sur-Formans (Ain),,Jean-Marie Vianney,,http://commons.wikimedia.org/wiki/Special:FilePath/Presbyt%C3%A8re%20du%20cur%C3%A9%20d%27Ars%20-%201.JPG,,France,http://www.wikidata.org/entity/Q607241,presbytère
MI071,http://www.wikidata.org/entity/Q3407582,propriété Caillebotte,domaine à Yerres (Essonne),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Propri%C3%A9t%C3%A9%20Caillebotte%2C%20Yerres.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
PA00125463,http://www.wikidata.org/entity/Q3407582,propriété Caillebotte,domaine à Yerres (Essonne),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Propri%C3%A9t%C3%A9%20Caillebotte%2C%20Yerres.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
MI006,http://www.wikidata.org/entity/Q3558455,villa Arnaga,villa à Cambo-les-Bains (Pyrénées-Atlantiques),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Arnaga%20%28Pyr%C3%A9n%C3%A9es%20Atlantiques%29.jpg,,France,http://www.wikidata.org/entity/Q3950,villa
PA00135195,http://www.wikidata.org/entity/Q3558455,villa Arnaga,villa à Cambo-les-Bains (Pyrénées-Atlantiques),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Arnaga%20%28Pyr%C3%A9n%C3%A9es%20Atlantiques%29.jpg,,France,http://www.wikidata.org/entity/Q3950,villa
MI156,http://www.wikidata.org/entity/Q3558648,villa Lumière,"maison située à Lyon, en France",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20des%20Fr%C3%A8res%20Lumi%C3%A8re.jpg,,France,http://www.wikidata.org/entity/Q3950,villa
PA00117993,http://www.wikidata.org/entity/Q3558648,villa Lumière,"maison située à Lyon, en France",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20des%20Fr%C3%A8res%20Lumi%C3%A8re.jpg,,France,http://www.wikidata.org/entity/Q3950,villa
MI092,http://www.wikidata.org/entity/Q3558853,villa des Brillants,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Rodin%20de%20Meudon%2001.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
PA00088123,http://www.wikidata.org/entity/Q3558853,villa des Brillants,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Rodin%20de%20Meudon%2001.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
IA00129862,http://www.wikidata.org/entity/Q3558853,villa des Brillants,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Rodin%20de%20Meudon%2001.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI080,http://www.wikidata.org/entity/Q3796698,immeuble Molitor,immeuble à Boulogne-Billancourt (Hauts-de-Seine),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Immeuble%20molitor%2000.JPG,,France,http://www.wikidata.org/entity/Q11755959,immeuble
PA00088075,http://www.wikidata.org/entity/Q3796698,immeuble Molitor,immeuble à Boulogne-Billancourt (Hauts-de-Seine),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Immeuble%20molitor%2000.JPG,,France,http://www.wikidata.org/entity/Q11755959,immeuble
IA00119965,http://www.wikidata.org/entity/Q3796698,immeuble Molitor,immeuble à Boulogne-Billancourt (Hauts-de-Seine),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Immeuble%20molitor%2000.JPG,,France,http://www.wikidata.org/entity/Q11755959,immeuble
MI009,http://www.wikidata.org/entity/Q5118693,château de Moncade,château fort français,Gaston III de Foix-Béarn,,,http://commons.wikimedia.org/wiki/Special:FilePath/Orthez%20Tour%20Moncade.jpg,,France,http://www.wikidata.org/entity/Q23413,château fort
MI009,http://www.wikidata.org/entity/Q5118693,château de Moncade,château fort français,Gaston VII de Béarn,,,http://commons.wikimedia.org/wiki/Special:FilePath/Orthez%20Tour%20Moncade.jpg,,France,http://www.wikidata.org/entity/Q23413,château fort
PA00084479,http://www.wikidata.org/entity/Q5118693,château de Moncade,château fort français,Gaston III de Foix-Béarn,,,http://commons.wikimedia.org/wiki/Special:FilePath/Orthez%20Tour%20Moncade.jpg,,France,http://www.wikidata.org/entity/Q23413,château fort
PA00084479,http://www.wikidata.org/entity/Q5118693,château de Moncade,château fort français,Gaston VII de Béarn,,,http://commons.wikimedia.org/wiki/Special:FilePath/Orthez%20Tour%20Moncade.jpg,,France,http://www.wikidata.org/entity/Q23413,château fort
MI234,http://www.wikidata.org/entity/Q6159750,villa Thuret,jardin botanique français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/General%20view%20-%20Villa%20Thuret%20-%20DSC04779.JPG,,France,http://www.wikidata.org/entity/Q167346,jardin botanique
MI077,http://www.wikidata.org/entity/Q6737052,maison d'Auguste Comte,musée parisien,,,,http://commons.wikimedia.org/wiki/Special:FilePath/MH%2075006%20PA00088596%20Immeuble%2010%20rue%20Monsieur%20le%20Prince.jpg,,France,http://www.wikidata.org/entity/Q24906026,Q24906026
PA00088596,http://www.wikidata.org/entity/Q6737052,maison d'Auguste Comte,musée parisien,,,,http://commons.wikimedia.org/wiki/Special:FilePath/MH%2075006%20PA00088596%20Immeuble%2010%20rue%20Monsieur%20le%20Prince.jpg,,France,http://www.wikidata.org/entity/Q24906026,Q24906026
MI077,http://www.wikidata.org/entity/Q6737052,maison d'Auguste Comte,musée parisien,,,,http://commons.wikimedia.org/wiki/Special:FilePath/MH%2075006%20PA00088596%20Immeuble%2010%20rue%20Monsieur%20le%20Prince.jpg,,France,http://www.wikidata.org/entity/Q10624527,musée biographique
PA00088596,http://www.wikidata.org/entity/Q6737052,maison d'Auguste Comte,musée parisien,,,,http://commons.wikimedia.org/wiki/Special:FilePath/MH%2075006%20PA00088596%20Immeuble%2010%20rue%20Monsieur%20le%20Prince.jpg,,France,http://www.wikidata.org/entity/Q10624527,musée biographique
MI024,http://www.wikidata.org/entity/Q13518333,maison natale de Colette,maison à Saint-Sauveur-en-Puisaye (Yonne),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20natale%20de%20Colette%20en%20avril%202013.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
PA89000046,http://www.wikidata.org/entity/Q13518333,maison natale de Colette,maison à Saint-Sauveur-en-Puisaye (Yonne),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20natale%20de%20Colette%20en%20avril%202013.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI024,http://www.wikidata.org/entity/Q13518333,maison natale de Colette,maison à Saint-Sauveur-en-Puisaye (Yonne),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20natale%20de%20Colette%20en%20avril%202013.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
PA89000046,http://www.wikidata.org/entity/Q13518333,maison natale de Colette,maison à Saint-Sauveur-en-Puisaye (Yonne),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20natale%20de%20Colette%20en%20avril%202013.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
MI210,http://www.wikidata.org/entity/Q15056170,maison des Lumières Denis Diderot,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Langres%20-%20H%C3%B4tel%20du%20Breuil-de-Saint-Germain%20-2.JPG,,France,http://www.wikidata.org/entity/Q17431399,musée national
PA00079102,http://www.wikidata.org/entity/Q15056170,maison des Lumières Denis Diderot,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Langres%20-%20H%C3%B4tel%20du%20Breuil-de-Saint-Germain%20-2.JPG,,France,http://www.wikidata.org/entity/Q17431399,musée national
MI193,http://www.wikidata.org/entity/Q15627617,musée Ampère,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Amp%C3%A8re%20%C3%A0%20Poleymieux-au-Mont-d%27Or%2C%20France.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI148,http://www.wikidata.org/entity/Q15627675,musée des Papeteries Canson et Montgolfier,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Usine%20Canson%20Annonay%20%281%29.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI108,http://www.wikidata.org/entity/Q15944317,château de Thorey-Lyautey,château à Thorey-Lyautey (Meurthe-et-Moselle),,Hubert Lyautey,,http://commons.wikimedia.org/wiki/Special:FilePath/Thorey-Lyaut%C3%A9-le%20ch%C3%A2teau-WP%2020160921%20069.jpg,,France,http://www.wikidata.org/entity/Q751876,château
PA00106370,http://www.wikidata.org/entity/Q15944317,château de Thorey-Lyautey,château à Thorey-Lyautey (Meurthe-et-Moselle),,Hubert Lyautey,,http://commons.wikimedia.org/wiki/Special:FilePath/Thorey-Lyaut%C3%A9-le%20ch%C3%A2teau-WP%2020160921%20069.jpg,,France,http://www.wikidata.org/entity/Q751876,château
IA54001211,http://www.wikidata.org/entity/Q15944317,château de Thorey-Lyautey,château à Thorey-Lyautey (Meurthe-et-Moselle),,Hubert Lyautey,,http://commons.wikimedia.org/wiki/Special:FilePath/Thorey-Lyaut%C3%A9-le%20ch%C3%A2teau-WP%2020160921%20069.jpg,,France,http://www.wikidata.org/entity/Q751876,château
PA00095306,http://www.wikidata.org/entity/Q15944355,château de Labastide-Murat,château à Labastide-Murat (Lot),Gaëtan Murat,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Labastide-Murat.jpg,,France,http://www.wikidata.org/entity/Q751876,château
PA00095306,http://www.wikidata.org/entity/Q15944355,château de Labastide-Murat,château à Labastide-Murat (Lot),Joachim Murat,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Labastide-Murat.jpg,,France,http://www.wikidata.org/entity/Q751876,château
MI026,http://www.wikidata.org/entity/Q16034352,maison de Nicéphore Niépce,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20Ni%C3%A9pce%20004.JPG,,France,http://www.wikidata.org/entity/Q41176,bâtiment
MI026,http://www.wikidata.org/entity/Q16034352,maison de Nicéphore Niépce,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20Ni%C3%A9pce%20004.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI228,http://www.wikidata.org/entity/Q16303814,maison d'artiste de la Grande Vigne,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Yvonne-Jean%20Haffen%20%C3%A0%20Dinan%20%2822%20100%29.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
PA22000058,http://www.wikidata.org/entity/Q16303814,maison d'artiste de la Grande Vigne,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Yvonne-Jean%20Haffen%20%C3%A0%20Dinan%20%2822%20100%29.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI124,http://www.wikidata.org/entity/Q16303824,maison familiale d'Henri Matisse,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/La%20fa%C3%A7ade%20de%20la%20Maison%20familiale%20du%20temps%20des%20Matisse..png,,France,http://www.wikidata.org/entity/Q33506,musée
MI124,http://www.wikidata.org/entity/Q16303824,maison familiale d'Henri Matisse,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/La%20fa%C3%A7ade%20de%20la%20Maison%20familiale%20du%20temps%20des%20Matisse..png,,France,http://www.wikidata.org/entity/Q3947,maison
MI146,http://www.wikidata.org/entity/Q16303828,maison Ravier,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20Ravier.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI106,http://www.wikidata.org/entity/Q16964856,villa Majorelle,villa à Nancy (Meurthe-et-Moselle),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Majorelle%20Nancy%20vue%20g%C3%A9n%C3%A9rale%20de%20la%20fa%C3%A7ade%20Nord%20r%C3%A9nov%C3%A9e%202020.jpg,,France,http://www.wikidata.org/entity/Q3950,villa
PA00106322,http://www.wikidata.org/entity/Q16964856,villa Majorelle,villa à Nancy (Meurthe-et-Moselle),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Majorelle%20Nancy%20vue%20g%C3%A9n%C3%A9rale%20de%20la%20fa%C3%A7ade%20Nord%20r%C3%A9nov%C3%A9e%202020.jpg,,France,http://www.wikidata.org/entity/Q3950,villa
MI173,http://www.wikidata.org/entity/Q17347123,maison Zervos,maison à Vézelay (Yonne),Christian Zervos,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maisonzervos-1.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
MI152,http://www.wikidata.org/entity/Q17402102,villa Alicius,villa à Hauterives (Drôme),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20id%C3%A9al%20-%20villa%20Alicius%20%28Hauterives%29%20%281%29.jpg,,France,http://www.wikidata.org/entity/Q3950,villa
PA00116966,http://www.wikidata.org/entity/Q17402102,villa Alicius,villa à Hauterives (Drôme),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20id%C3%A9al%20-%20villa%20Alicius%20%28Hauterives%29%20%281%29.jpg,,France,http://www.wikidata.org/entity/Q3950,villa
MI007,http://www.wikidata.org/entity/Q18578013,maison de la photographie des Landes,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20Arnaudin2.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
